"filename", "language", "Python", "C", "Shell Script", "Markdown", "Verilog", "Scala", "YAML", "Properties", "XML", "Makefile", "JSON", "C++", "LinkerScript", "ARM", "comment", "blank", "total"
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/LCG.scala", "Scala", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 56
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/LanePositionedQueue.scala", "Scala", 0, 0, 0, 0, 0, 435, 0, 0, 0, 0, 0, 0, 0, 0, 53, 87, 575
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/LatencyPipe.scala", "Scala", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 26
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Location.scala", "Scala", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 37
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Misc.scala", "Scala", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 224
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/MultiLaneQueue.scala", "Scala", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 90
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/MultiPortQueue.scala", "Scala", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 103
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/MultiWidthFifo.scala", "Scala", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39, 161
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/MuxLiteral.scala", "Scala", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 59
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/PSDTestMode.scala", "Scala", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 24
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/PlusArg.scala", "Scala", 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 39, 25, 141
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/PrefixSum.scala", "Scala", 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 140
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/Property.scala", "Scala", 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18, 155
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/ROMGenerator.scala", "Scala", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 36
"/home/stormy/curricular/keyan/code/XiangShan-fv/rocket-chip/src/main/scala/util/RationalCrossing.scala", "Scala", 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 25, 30, 171
